JourName;TransactionDay;CountTransaction;ConsommationHier;MSemaineDernier;MSemaine7;ConsoMmJrAnP;ConsoMmJrMP;ConsoMmJrSmDer;MoyenneMoisPrec;MoyenneMMSAnPrec;MoyenneMMmAnPrec;ConsommationMaxMDer;IdGab;PoidJr;PoidName;PoidTot;SumRetrait;Id;weekDay;year;weekMonth
dimanche;2015-01-25;174;124427;119918;117557;80800;88700;74200;119593;131193;126682;151500;GAB-WN-01;2;1;2;124427;369;4;2015;4
lundi;2015-01-26;149;124427;123751;124532;137200;124427;124427;119593;138622;126682;151500;GAB-WN-01;4;3;12;130000;370;5;2015;4
mardi;2015-01-27;174;130000;123751;124532;145700;151500;124427;119593;138622;126682;151500;GAB-WN-01;4;2;8;124427;371;5;2015;4
mercredi;2015-01-28;174;124427;123751;124532;145700;105100;124427;119593;138622;126682;151500;GAB-WN-01;4;2;8;124427;372;5;2015;4
vendredi;2015-01-30;174;NULL;123751;109570;124427;NULL;124427;119593;138622;126682;151500;GAB-WN-01;4;6;24;124427;373;5;2015;5
samedi;2015-01-31;174;124427;123751;109570;124427;NULL;124427;119593;138622;126682;151500;GAB-WN-01;4;7;28;124427;374;5;2015;5
dimanche;2015-02-01;144;124427;123751;110966;134000;90400;124427;125527;138622;122150;173100;GAB-WN-01;4;1;4;135600;375;5;2015;1
lundi;2015-02-02;126;135600;127218;113976;124427;120200;130000;125527;133297;122150;173100;GAB-WN-01;4;3;12;148500;376;6;2015;1
mardi;2015-02-03;174;148500;127218;113279;124400;123800;124427;125527;133297;122150;173100;GAB-WN-01;4;2;8;124427;377;6;2015;1
mercredi;2015-02-04;100;124427;127218;111413;124427;173100;124427;125527;133297;122150;173100;GAB-WN-01;4;2;8;109500;378;6;2015;1
jeudi;2015-02-05;174;109500;127218;111413;155200;124427;NULL;125527;133297;122150;173100;GAB-WN-01;3;2;6;124427;379;6;2015;1
vendredi;2015-02-06;174;124427;127218;126966;131400;124427;124427;125527;133297;122150;173100;GAB-WN-01;3;6;18;124427;380;6;2015;1
samedi;2015-02-07;160;124427;127218;131476;148800;124427;124427;125527;133297;122150;173100;GAB-WN-01;3;7;21;160500;381;6;2015;1
dimanche;2015-02-08;118;160500;127218;126247;124427;124427;135600;125527;133297;122150;173100;GAB-WN-01;3;1;3;82600;382;6;2015;2
lundi;2015-02-09;147;82600;124911;124322;108400;124427;148500;125527;108764;122150;173100;GAB-WN-01;3;3;9;120200;383;7;2015;2
mardi;2015-02-10;174;120200;124911;121313;96800;126400;124427;125527;108764;122150;173100;GAB-WN-01;3;2;6;124427;384;7;2015;2
mercredi;2015-02-11;139;124427;124911;119660;94400;141600;109500;125527;108764;122150;173100;GAB-WN-01;3;2;6;111200;385;7;2015;2
jeudi;2015-02-12;174;111200;124911;121526;124427;173000;124427;125527;108764;122150;173100;GAB-WN-01;3;2;6;124427;386;7;2015;2
vendredi;2015-02-13;174;124427;124911;121526;108800;129800;124427;125527;108764;122150;173100;GAB-WN-01;3;6;18;124427;387;7;2015;2
samedi;2015-02-14;123;124427;124911;118022;104100;124427;160500;125527;108764;122150;173100;GAB-WN-01;3;7;21;96400;388;7;2015;2
dimanche;2015-02-15;174;96400;124911;113513;124427;74200;82600;125527;108764;122150;173100;GAB-WN-01;3;1;3;124427;389;7;2015;3
lundi;2015-02-16;174;124427;117929;118741;105700;124427;120200;125527;118207;122150;173100;GAB-WN-01;3;3;9;124427;390;8;2015;3
mardi;2015-02-17;174;124427;117929;119270;121000;124427;124427;125527;118207;122150;173100;GAB-WN-01;3;2;6;124427;391;8;2015;3
mercredi;2015-02-18;117;124427;117929;117354;122800;124427;111200;125527;118207;122150;173100;GAB-WN-01;3;2;6;109100;392;8;2015;3
jeudi;2015-02-19;174;109100;117929;119007;124427;126600;124427;125527;118207;122150;173100;GAB-WN-01;2;2;4;124427;393;8;2015;3
vendredi;2015-02-20;174;124427;117929;119007;104100;87700;124427;125527;118207;122150;173100;GAB-WN-01;2;6;12;124427;394;8;2015;3
samedi;2015-02-21;120;124427;117929;117266;125000;158500;96400;125527;118207;122150;173100;GAB-WN-01;2;7;14;110500;395;8;2015;3
dimanche;2015-02-22;174;110500;117929;120770;124427;124427;124427;125527;118207;122150;173100;GAB-WN-01;2;1;2;124427;396;8;2015;4
lundi;2015-02-23;108;124427;120247;118754;99300;130000;124427;125527;131342;122150;173100;GAB-WN-01;2;3;6;108300;397;9;2015;4
mardi;2015-02-24;117;108300;120247;119088;102000;124427;124427;125527;131342;122150;173100;GAB-WN-01;2;2;4;127100;398;9;2015;4
mercredi;2015-02-25;174;127100;120247;119088;125800;124427;109100;125527;131342;122150;173100;GAB-WN-01;2;2;4;124427;399;9;2015;4
jeudi;2015-02-26;100;124427;120247;119501;130400;119700;124427;125527;131342;122150;173100;GAB-WN-01;4;2;8;112400;400;9;2015;4
vendredi;2015-02-27;114;112400;120247;119622;182400;124427;124427;125527;131342;122150;173100;GAB-WN-01;4;6;24;125400;401;9;2015;4
samedi;2015-02-28;174;125400;120247;119622;168700;124427;110500;125527;131342;122150;173100;GAB-WN-01;4;7;28;124427;402;9;2015;4
dimanche;2015-03-01;174;124427;120247;121363;110800;135600;124427;121402;131342;119042;160500;GAB-WN-01;4;1;4;124427;403;9;2015;1
lundi;2015-03-02;174;124427;120925;121363;124427;148500;108300;121402;119597;119042;160500;GAB-WN-01;4;3;12;124427;404;10;2015;1
mardi;2015-03-03;174;124427;120925;123379;124427;124427;127100;121402;119597;119042;160500;GAB-WN-01;4;2;8;124427;405;10;2015;1
mercredi;2015-03-04;128;124427;120925;123866;124427;109500;124427;121402;119597;119042;160500;GAB-WN-01;4;2;8;131000;406;10;2015;1
vendredi;2015-03-06;115;NULL;120925;107701;139700;124427;125400;121402;119597;119042;160500;GAB-WN-01;3;6;18;107500;407;10;2015;1
samedi;2015-03-07;174;107500;120925;107579;103300;160500;124427;121402;119597;119042;160500;GAB-WN-01;3;7;21;124427;408;10;2015;1
dimanche;2015-03-08;174;124427;120925;107579;89400;82600;124427;121402;119597;119042;160500;GAB-WN-01;3;1;3;124427;409;10;2015;2
lundi;2015-03-09;137;124427;122701;107438;125000;120200;124427;121402;113318;119042;160500;GAB-WN-01;3;3;9;123300;410;11;2015;2
mardi;2015-03-10;174;123300;122701;107438;127200;124427;124427;121402;113318;119042;160500;GAB-WN-01;3;2;6;124427;411;11;2015;2
mercredi;2015-03-11;174;124427;122701;107438;84200;111200;131000;121402;113318;119042;160500;GAB-WN-01;3;2;6;124427;412;11;2015;2
jeudi;2015-03-12;174;124427;122701;106616;104500;124427;NULL;121402;113318;119042;160500;GAB-WN-01;3;2;6;124427;413;11;2015;2
vendredi;2015-03-13;174;124427;122701;122170;107500;124427;107500;121402;113318;119042;160500;GAB-WN-01;3;6;18;124427;414;11;2015;2
samedi;2015-03-14;174;124427;122701;124286;120400;96400;124427;121402;113318;119042;160500;GAB-WN-01;3;7;21;124427;415;11;2015;2
dimanche;2015-03-15;174;124427;122701;124286;124427;124427;124427;121402;113318;119042;160500;GAB-WN-01;3;1;3;124427;416;11;2015;3
lundi;2015-03-16;158;124427;124266;124195;124427;124427;123300;121402;107640;119042;160500;GAB-WN-01;3;3;9;123700;417;12;2015;3
mardi;2015-03-17;118;123700;124266;121907;102500;124427;124427;121402;107640;119042;160500;GAB-WN-01;3;2;6;105000;418;12;2015;3
mercredi;2015-03-18;174;105000;124266;121907;124427;109100;124427;121402;107640;119042;160500;GAB-WN-01;3;2;6;124427;419;12;2015;3
jeudi;2015-03-19;104;124427;124266;119441;71700;124427;124427;121402;107640;119042;160500;GAB-WN-01;2;2;4;104700;420;12;2015;3
vendredi;2015-03-20;174;104700;124266;119441;112400;124427;124427;121402;107640;119042;160500;GAB-WN-01;2;6;12;124427;421;12;2015;3
samedi;2015-03-21;116;124427;124266;115801;124427;110500;124427;121402;107640;119042;160500;GAB-WN-01;2;7;14;95300;422;12;2015;3
dimanche;2015-03-22;114;95300;124266;112722;93600;124427;124427;121402;107640;119042;160500;GAB-WN-01;2;1;2;99800;423;12;2015;4
lundi;2015-03-23;124;99800;111050;110594;124427;108300;123700;121402;128929;119042;160500;GAB-WN-01;2;3;6;107400;424;13;2015;4
mardi;2015-03-24;120;107400;111050;108694;124427;127100;105000;121402;128929;119042;160500;GAB-WN-01;2;2;4;108500;425;13;2015;4
mercredi;2015-03-25;174;108500;111050;111122;124427;124427;124427;121402;128929;119042;160500;GAB-WN-01;2;2;4;124427;426;13;2015;4
jeudi;2015-03-26;141;124427;111050;112831;130900;112400;104700;121402;128929;119042;160500;GAB-WN-01;4;2;8;138100;427;13;2015;4
vendredi;2015-03-27;114;138100;111050;116319;145300;125400;124427;121402;128929;119042;160500;GAB-WN-01;4;6;24;132600;428;13;2015;4
samedi;2015-03-28;152;132600;111050;117090;124427;124427;95300;121402;128929;119042;160500;GAB-WN-01;4;7;28;130600;429;13;2015;4
dimanche;2015-03-29;107;130600;111050;117190;128600;NULL;99800;121402;128929;119042;160500;GAB-WN-01;4;1;4;96100;430;13;2015;5
lundi;2015-03-30;151;96100;119675;123115;124427;NULL;107400;121402;117466;119042;160500;GAB-WN-01;4;3;12;147200;431;14;2015;5
mardi;2015-03-31;174;147200;119675;125244;124427;NULL;108500;121402;117466;119042;160500;GAB-WN-01;4;2;8;124427;432;14;2015;5
mercredi;2015-04-01;108;124427;119675;126344;124427;131000;124427;120573;117466;115683;147200;GAB-WN-01;4;2;8;117300;433;14;2015;1
jeudi;2015-04-02;167;117300;119675;132215;124427;NULL;138100;120573;117466;115683;147200;GAB-WN-01;4;2;8;171400;434;14;2015;1
vendredi;2015-04-03;141;171400;119675;132365;124427;107500;132600;120573;117466;115683;147200;GAB-WN-01;4;6;24;139300;435;14;2015;1
samedi;2015-04-04;141;139300;119675;131440;124427;124427;130600;120573;117466;115683;147200;GAB-WN-01;4;7;28;125200;436;14;2015;1
dimanche;2015-04-05;127;125200;119675;128503;75700;124427;96100;120573;117466;115683;147200;GAB-WN-01;3;1;3;107100;437;14;2015;1
lundi;2015-04-06;174;107100;133132;132044;124427;124427;147200;120573;125297;115683;147200;GAB-WN-01;3;3;9;124427;438;15;2015;1
mardi;2015-04-07;174;124427;133132;129197;108300;124427;124427;120573;125297;115683;147200;GAB-WN-01;3;2;6;124427;439;15;2015;1
mercredi;2015-04-08;174;124427;133132;129197;124427;124427;117300;120573;125297;115683;147200;GAB-WN-01;3;2;6;124427;440;15;2015;2
jeudi;2015-04-09;123;124427;133132;129285;119800;124427;171400;120573;125297;115683;147200;GAB-WN-01;3;2;6;118000;441;15;2015;2
vendredi;2015-04-10;174;118000;133132;123413;131400;124427;139300;120573;125297;115683;147200;GAB-WN-01;3;6;18;124427;442;15;2015;2
samedi;2015-04-11;107;124427;133132;118551;144300;124427;125200;120573;125297;115683;147200;GAB-WN-01;3;7;21;100400;443;15;2015;2
dimanche;2015-04-12;116;100400;133132;113963;124427;124427;107100;120573;125297;115683;147200;GAB-WN-01;3;1;3;88500;444;15;2015;2
lundi;2015-04-13;115;88500;114944;113513;73000;123300;124427;120573;104540;115683;147200;GAB-WN-01;3;3;9;103500;445;16;2015;2
mardi;2015-04-14;117;103500;114944;111210;99500;124427;124427;120573;104540;115683;147200;GAB-WN-01;3;2;6;106000;446;16;2015;2
mercredi;2015-04-15;111;106000;114944;106994;99700;124427;124427;120573;104540;115683;147200;GAB-WN-01;3;2;6;90700;447;16;2015;3
jeudi;2015-04-16;174;90700;114944;106994;86300;104700;118000;120573;104540;115683;147200;GAB-WN-01;3;2;6;124427;448;16;2015;3
vendredi;2015-04-17;109;124427;114944;103119;124427;124427;124427;120573;104540;115683;147200;GAB-WN-01;3;6;18;87000;449;16;2015;3
samedi;2015-04-18;117;87000;114944;101653;124427;95300;100400;120573;104540;115683;147200;GAB-WN-01;3;7;21;112700;450;16;2015;3
dimanche;2015-04-19;174;112700;114944;104656;124427;124427;88500;120573;104540;115683;147200;GAB-WN-01;2;1;2;124427;451;16;2015;3
lundi;2015-04-20;119;124427;106964;106231;124427;123700;103500;120573;112340;115683;147200;GAB-WN-01;2;3;6;101100;452;17;2015;3
mardi;2015-04-21;174;101100;106964;108847;130900;105000;106000;120573;112340;115683;147200;GAB-WN-01;2;2;4;124427;453;17;2015;3
mercredi;2015-04-22;174;124427;106964;111151;85500;124427;90700;120573;112340;115683;147200;GAB-WN-01;2;2;4;124427;454;17;2015;4
jeudi;2015-04-23;111;124427;106964;112813;96900;138100;124427;120573;112340;115683;147200;GAB-WN-01;2;2;4;104000;455;17;2015;4
vendredi;2015-04-24;174;104000;106964;112813;124427;132600;87000;120573;112340;115683;147200;GAB-WN-01;2;6;12;124427;456;17;2015;4
samedi;2015-04-25;130;124427;106964;116876;99800;130600;112700;120573;112340;115683;147200;GAB-WN-01;2;7;14;119500;457;17;2015;4
dimanche;2015-04-26;174;119500;106964;118341;124427;99800;124427;120573;112340;115683;147200;GAB-WN-01;4;1;4;124427;458;17;2015;4
lundi;2015-04-27;130;124427;117472;114888;124427;107400;101100;120573;122168;115683;147200;GAB-WN-01;4;3;12;96800;459;18;2015;4
mardi;2015-04-28;174;96800;117472;117804;105800;108500;124427;120573;122168;115683;147200;GAB-WN-01;4;2;8;124427;460;18;2015;4
mercredi;2015-04-29;174;124427;117472;117804;147200;NULL;124427;120573;122168;115683;147200;GAB-WN-01;4;2;8;124427;461;18;2015;5
jeudi;2015-04-30;174;124427;117472;117804;147100;NULL;104000;120573;122168;115683;147200;GAB-WN-01;4;2;8;124427;462;18;2015;5
vendredi;2015-05-01;146;124427;117472;122616;124427;139300;124427;116868;122168;122635;171400;GAB-WN-01;4;6;24;142500;463;18;2015;1
samedi;2015-05-02;152;142500;117472;127526;124427;125200;119500;116868;122168;122635;171400;GAB-WN-01;4;7;28;163700;464;18;2015;1
dimanche;2015-05-03;159;163700;117472;129213;81800;107100;124427;116868;122168;122635;171400;GAB-WN-01;4;1;4;133000;465;18;2015;1
lundi;2015-05-04;163;133000;129897;136672;163600;124427;96800;116868;133018;122635;171400;GAB-WN-01;4;3;12;184100;466;19;2015;1
mardi;2015-05-05;174;184100;129897;140126;134600;124427;124427;116868;133018;122635;171400;GAB-WN-01;3;2;6;124427;467;19;2015;1
mercredi;2015-05-06;174;124427;129897;140126;155200;117300;124427;116868;133018;122635;171400;GAB-WN-01;3;2;6;124427;468;19;2015;1
jeudi;2015-05-07;170;124427;129897;148172;108900;171400;124427;116868;133018;122635;171400;GAB-WN-01;3;2;6;188800;469;19;2015;1
vendredi;2015-05-08;152;188800;129897;152556;116400;124427;142500;116868;133018;122635;171400;GAB-WN-01;3;6;18;159500;470;19;2015;2
samedi;2015-05-09;135;159500;129897;152506;128000;100400;163700;116868;133018;122635;171400;GAB-WN-01;3;7;21;142100;471;19;2015;2
dimanche;2015-05-10;104;142100;129897;144881;124427;88500;133000;116868;133018;122635;171400;GAB-WN-01;3;1;3;102700;472;19;2015;2
lundi;2015-05-11;129;102700;146579;140981;98400;103500;184100;116868;112936;122635;171400;GAB-WN-01;3;3;9;101800;473;20;2015;2
mardi;2015-05-12;128;101800;146579;133044;105500;106000;124427;116868;112936;122635;171400;GAB-WN-01;3;2;6;120600;474;20;2015;2
mercredi;2015-05-13;105;120600;146579;128440;124427;124427;124427;116868;112936;122635;171400;GAB-WN-01;3;2;6;87600;475;20;2015;2
jeudi;2015-05-14;174;87600;146579;128440;91400;118000;188800;116868;112936;122635;171400;GAB-WN-01;3;2;6;124427;476;20;2015;2
vendredi;2015-05-15;112;124427;146579;115528;125700;87000;159500;116868;112936;122635;171400;GAB-WN-01;3;6;18;85500;477;20;2015;3
samedi;2015-05-16;124;85500;146579;109503;124427;112700;142100;116868;112936;122635;171400;GAB-WN-01;3;7;21;111300;478;20;2015;3
dimanche;2015-05-17;174;111300;146579;107294;120700;124427;102700;116868;112936;122635;171400;GAB-WN-01;3;1;3;124427;479;20;2015;3
lundi;2015-05-18;120;124427;107950;109606;144500;101100;101800;116868;113489;122635;171400;GAB-WN-01;3;3;9;121200;480;21;2015;3
mardi;2015-05-19;108;121200;107950;108669;114100;124427;120600;116868;113489;122635;171400;GAB-WN-01;2;2;4;94300;481;21;2015;3
mercredi;2015-05-20;118;94300;107950;105894;99200;90700;87600;116868;113489;122635;171400;GAB-WN-01;2;2;4;98400;482;21;2015;3
jeudi;2015-05-21;133;98400;107950;113506;95400;124427;124427;116868;113489;122635;171400;GAB-WN-01;2;2;4;148500;483;21;2015;3
vendredi;2015-05-22;119;148500;107950;111490;124427;124427;85500;116868;113489;122635;171400;GAB-WN-01;2;6;12;108300;484;21;2015;4
samedi;2015-05-23;142;108300;107950;117803;119400;119500;111300;116868;113489;122635;171400;GAB-WN-01;2;7;14;136000;485;21;2015;4
dimanche;2015-05-24;174;136000;107950;119444;97400;124427;124427;116868;113489;122635;171400;GAB-WN-01;2;1;2;124427;486;21;2015;4
lundi;2015-05-25;112;124427;118732;118603;105200;96800;121200;116868;133179;122635;171400;GAB-WN-01;2;3;6;117700;487;22;2015;4
mardi;2015-05-26;120;117700;118732;117990;156600;124427;94300;116868;133179;122635;171400;GAB-WN-01;4;2;8;116300;488;22;2015;4
mercredi;2015-05-27;174;116300;118732;121756;130200;124427;98400;116868;133179;122635;171400;GAB-WN-01;4;2;8;124427;489;22;2015;4
jeudi;2015-05-28;174;124427;118732;125010;159500;104000;148500;116868;133179;122635;171400;GAB-WN-01;4;2;8;124427;490;22;2015;4
vendredi;2015-05-29;145;124427;118732;126585;131900;NULL;108300;116868;133179;122635;171400;GAB-WN-01;4;6;24;161100;491;22;2015;5
samedi;2015-05-30;174;161100;118732;128601;124427;NULL;136000;116868;133179;122635;171400;GAB-WN-01;4;7;28;124427;492;22;2015;5
dimanche;2015-05-31;150;124427;118732;128463;124427;NULL;124427;116868;133179;122635;171400;GAB-WN-01;4;1;4;134900;493;22;2015;5
lundi;2015-06-01;174;134900;129040;128463;154600;184100;117700;127590;130375;116412;188800;GAB-WN-01;4;3;12;124427;494;23;2015;1
mardi;2015-06-02;174;124427;129040;129304;160700;124427;116300;127590;130375;116412;188800;GAB-WN-01;4;2;8;124427;495;23;2015;1
mercredi;2015-06-03;168;124427;129040;134829;137600;124427;124427;127590;130375;116412;188800;GAB-WN-01;4;2;8;160500;496;23;2015;1
jeudi;2015-06-04;149;160500;129040;136826;127700;188800;124427;127590;130375;116412;188800;GAB-WN-01;4;2;8;140400;497;23;2015;1
vendredi;2015-06-05;156;140400;129040;138310;127000;142500;161100;127590;130375;116412;188800;GAB-WN-01;3;6;18;136300;498;23;2015;1
samedi;2015-06-06;162;136300;129040;137247;124427;163700;124427;127590;130375;116412;188800;GAB-WN-01;3;7;21;152600;499;23;2015;1
dimanche;2015-06-07;102;152600;129040;132081;80600;133000;134900;127590;130375;116412;188800;GAB-WN-01;3;1;3;83100;500;23;2015;1
lundi;2015-06-08;170;83100;131679;132569;84800;101800;124427;127590;101257;116412;188800;GAB-WN-01;3;3;9;138800;501;24;2015;2
mardi;2015-06-09;128;138800;131679;132378;91800;120600;124427;127590;101257;116412;188800;GAB-WN-01;3;2;6;122900;502;24;2015;2
mercredi;2015-06-10;115;122900;131679;130412;120500;87600;160500;127590;101257;116412;188800;GAB-WN-01;3;2;6;108700;503;24;2015;2
jeudi;2015-06-11;131;108700;131679;124237;105400;124427;140400;127590;101257;116412;188800;GAB-WN-01;3;2;6;111100;504;24;2015;2
vendredi;2015-06-12;117;111100;131679;120312;119100;159500;136300;127590;101257;116412;188800;GAB-WN-01;3;6;18;109000;505;24;2015;2
samedi;2015-06-13;130;109000;131679;117200;112800;142100;152600;127590;101257;116412;188800;GAB-WN-01;3;7;21;111400;506;24;2015;2
dimanche;2015-06-14;126;111400;131679;111075;74400;102700;83100;127590;101257;116412;188800;GAB-WN-01;3;1;3;103600;507;24;2015;2
lundi;2015-06-15;173;103600;115071;119387;116500;121200;138800;127590;109336;116412;188800;GAB-WN-01;3;3;9;149600;508;25;2015;3
mardi;2015-06-16;154;149600;115071;120150;107700;94300;122900;127590;109336;116412;188800;GAB-WN-01;3;2;6;144900;509;25;2015;3
mercredi;2015-06-17;140;144900;115071;119300;104700;98400;108700;127590;109336;116412;188800;GAB-WN-01;3;2;6;116100;510;25;2015;3
jeudi;2015-06-18;174;116100;115071;121265;124427;148500;111100;127590;109336;116412;188800;GAB-WN-01;3;2;6;124427;511;25;2015;3
vendredi;2015-06-19;174;124427;115071;122931;97600;85500;109000;127590;109336;116412;188800;GAB-WN-01;2;6;12;124427;512;25;2015;3
samedi;2015-06-20;115;124427;115071;123619;124427;111300;111400;127590;109336;116412;188800;GAB-WN-01;2;7;14;114500;513;25;2015;3
dimanche;2015-06-21;174;114500;115071;125247;90000;124427;103600;127590;109336;116412;188800;GAB-WN-01;2;1;2;124427;514;25;2015;3
lundi;2015-06-22;110;124427;128340;126572;127000;117700;149600;127590;122389;116412;188800;GAB-WN-01;2;3;6;114200;515;26;2015;4
mardi;2015-06-23;105;114200;128340;119622;100400;116300;144900;127590;122389;116412;188800;GAB-WN-01;2;2;4;94000;516;26;2015;4
mercredi;2015-06-24;174;94000;128340;117063;115100;124427;116100;127590;122389;116412;188800;GAB-WN-01;2;2;4;124427;517;26;2015;4
jeudi;2015-06-25;120;124427;128340;117601;101500;124427;124427;127590;122389;116412;188800;GAB-WN-01;2;2;4;120400;518;26;2015;4
vendredi;2015-06-26;102;120400;128340;115472;159600;108300;124427;127590;122389;116412;188800;GAB-WN-01;4;6;24;107400;519;26;2015;4
samedi;2015-06-27;156;107400;128340;118069;124427;136000;114500;127590;122389;116412;188800;GAB-WN-01;4;7;28;145200;520;26;2015;4
dimanche;2015-06-28;174;145200;128340;119310;128700;124427;124427;127590;122389;116412;188800;GAB-WN-01;4;1;4;124427;521;26;2015;4
lundi;2015-06-29;174;124427;118579;119310;124427;NULL;114200;127590;126907;116412;188800;GAB-WN-01;4;3;12;124427;522;27;2015;5
mercredi;2015-07-01;170;NULL;118579;115247;124427;160500;124427;123452;126907;124091;160500;GAB-WN-01;4;2;8;175700;523;27;2015;1
jeudi;2015-07-02;174;175700;118579;115247;149800;140400;120400;123452;126907;124091;160500;GAB-WN-01;4;2;8;124427;524;27;2015;1
vendredi;2015-07-03;167;124427;118579;124072;120300;136300;107400;123452;126907;124091;160500;GAB-WN-01;4;6;24;191000;525;27;2015;1
samedi;2015-07-04;159;191000;118579;128135;97900;152600;145200;123452;126907;124091;160500;GAB-WN-01;4;7;28;139900;526;27;2015;1
dimanche;2015-07-05;128;139900;118579;122647;101800;83100;124427;123452;126907;124091;160500;GAB-WN-01;3;1;3;101300;527;27;2015;1
lundi;2015-07-06;125;101300;142792;122081;102700;124427;124427;123452;115357;124091;160500;GAB-WN-01;3;3;9;119900;528;28;2015;1
mardi;2015-07-07;174;119900;142792;122081;116800;124427;NULL;123452;115357;124091;160500;GAB-WN-01;3;2;6;124427;529;28;2015;1
mercredi;2015-07-08;109;124427;142792;135694;136100;108700;175700;123452;115357;124091;160500;GAB-WN-01;3;2;6;108900;530;28;2015;2
jeudi;2015-07-09;174;108900;142792;129285;124300;111100;124427;123452;115357;124091;160500;GAB-WN-01;3;2;6;124427;531;28;2015;2
vendredi;2015-07-10;125;124427;142792;128006;126400;109000;191000;123452;115357;124091;160500;GAB-WN-01;3;6;18;114200;532;28;2015;2
samedi;2015-07-11;153;114200;142792;123094;117900;111400;139900;123452;115357;124091;160500;GAB-WN-01;3;7;21;151700;533;28;2015;2
dimanche;2015-07-12;146;151700;142792;117881;83300;103600;101300;123452;115357;124091;160500;GAB-WN-01;3;1;3;98200;534;28;2015;2
lundi;2015-07-13;143;98200;120250;123606;100500;138800;119900;123452;108603;124091;160500;GAB-WN-01;3;3;9;147100;535;29;2015;2
mardi;2015-07-14;174;147100;120250;124172;124427;122900;124427;123452;108603;124091;160500;GAB-WN-01;3;2;6;124427;536;29;2015;2
mercredi;2015-07-15;171;124427;120250;130806;98500;116100;108900;123452;108603;124091;160500;GAB-WN-01;3;2;6;177500;537;29;2015;3
jeudi;2015-07-16;157;177500;120250;134844;93600;124427;124427;123452;108603;124091;160500;GAB-WN-01;3;2;6;141200;538;29;2015;3
vendredi;2015-07-17;150;141200;120250;137003;114300;124427;114200;123452;108603;124091;160500;GAB-WN-01;3;6;18;141700;539;29;2015;3
samedi;2015-07-18;174;141700;120250;138281;142000;114500;151700;123452;108603;124091;160500;GAB-WN-01;3;7;21;124427;540;29;2015;3
dimanche;2015-07-19;174;124427;120250;134872;86900;124427;98200;123452;108603;124091;160500;GAB-WN-01;2;1;2;124427;541;29;2015;3
lundi;2015-07-20;174;124427;140111;138151;155500;149600;147100;123452;145822;124091;160500;GAB-WN-01;2;3;6;124427;542;30;2015;3
mardi;2015-07-21;125;124427;140111;136301;171300;144900;124427;123452;145822;124091;160500;GAB-WN-01;2;2;4;132300;543;30;2015;3
mercredi;2015-07-22;154;132300;140111;139660;117600;124427;177500;123452;145822;124091;160500;GAB-WN-01;2;2;4;151300;544;30;2015;4
jeudi;2015-07-23;129;151300;140111;131735;152800;120400;141200;123452;145822;124091;160500;GAB-WN-01;2;2;4;114100;545;30;2015;4
vendredi;2015-07-24;128;114100;140111;131822;124427;107400;141700;123452;145822;124091;160500;GAB-WN-01;2;6;12;141900;546;30;2015;4
samedi;2015-07-25;165;141900;140111;135360;124427;145200;124427;123452;145822;124091;160500;GAB-WN-01;2;7;14;170000;547;30;2015;4
dimanche;2015-07-26;113;170000;140111;133844;174700;124427;124427;123452;145822;124091;160500;GAB-WN-01;4;1;4;112300;548;30;2015;4
lundi;2015-07-27;121;112300;135189;135690;108900;114200;124427;123452;123770;124091;160500;GAB-WN-01;4;3;12;139200;549;31;2015;4
mardi;2015-07-28;174;139200;135189;142100;124427;94000;132300;123452;123770;124091;160500;GAB-WN-01;4;2;8;175700;550;31;2015;4
mercredi;2015-07-29;156;175700;135189;145862;105400;NULL;151300;123452;123770;124091;160500;GAB-WN-01;4;2;8;162400;551;31;2015;5
jeudi;2015-07-30;174;162400;135189;142503;155700;NULL;114100;123452;123770;124091;160500;GAB-WN-01;4;2;8;124427;552;31;2015;5
vendredi;2015-07-31;174;124427;135189;143794;124427;NULL;141900;123452;123770;124091;160500;GAB-WN-01;4;6;24;124427;553;31;2015;5
samedi;2015-08-01;174;124427;135189;141610;NULL;139900;170000;136365;123770;139222;191000;GAB-WN-01;4;7;28;124427;554;31;2015;1
dimanche;2015-08-02;174;124427;135189;135913;NULL;101300;112300;136365;123770;139222;191000;GAB-WN-01;4;1;4;124427;555;31;2015;1
lundi;2015-08-03;174;124427;139286;137429;124427;119900;139200;136365;127336;139222;191000;GAB-WN-01;4;3;12;124427;556;32;2015;1
mardi;2015-08-04;174;124427;139286;135582;124427;124427;175700;136365;127336;139222;191000;GAB-WN-01;4;2;8;124427;557;32;2015;1
mercredi;2015-08-05;174;124427;139286;129173;123900;175700;162400;136365;127336;139222;191000;GAB-WN-01;3;2;6;124427;558;32;2015;1
jeudi;2015-08-06;152;124427;139286;127861;141300;124427;124427;136365;127336;139222;191000;GAB-WN-01;3;2;6;151900;559;32;2015;1
vendredi;2015-08-07;129;151900;139286;129982;169300;191000;124427;136365;127336;139222;191000;GAB-WN-01;3;6;18;141400;560;32;2015;1
samedi;2015-08-08;128;141400;139286;129079;118900;151700;124427;136365;127336;139222;191000;GAB-WN-01;3;7;21;117200;561;32;2015;2
dimanche;2015-08-09;113;117200;139286;125951;89100;98200;124427;136365;127336;139222;191000;GAB-WN-01;3;1;3;99400;562;32;2015;2
lundi;2015-08-10;157;99400;126168;130510;119100;147100;124427;136365;139289;139222;191000;GAB-WN-01;3;3;9;160900;563;33;2015;2
