JourName;TransactionDay;CountTransaction;ConsommationHier;MSemaineDernier;MSemaine7;ConsoMmJrAnP;ConsoMmJrMP;ConsoMmJrSmDer;MoyenneMoisPrec;MoyenneMMSAnPrec;MoyenneMMmAnPrec;ConsommationMaxMDer;IdGab;PoidJr;PoidName;PoidTot;SumRetrait;Id;weekDay;year;weekMonth
mardi;2015-08-11;144;160900;126168;133619;133500;124427;124427;136365;139289;139222;191000;GAB-WN-01;3;2;6;149300;564;33;2015;2
mercredi;2015-08-12;140;149300;126168;138490;124427;108900;124427;136365;139289;139222;191000;GAB-WN-01;3;2;6;163400;565;33;2015;2
jeudi;2015-08-13;156;163400;126168;144750;181200;124427;151900;136365;139289;139222;191000;GAB-WN-01;3;2;6;174500;566;33;2015;2
vendredi;2015-08-14;132;174500;126168;143650;145500;114200;141400;136365;139289;139222;191000;GAB-WN-01;3;6;18;143100;567;33;2015;2
samedi;2015-08-15;133;143100;126168;144275;176000;124427;117200;136365;139289;139222;191000;GAB-WN-01;3;7;21;146400;568;33;2015;3
dimanche;2015-08-16;174;146400;126168;145178;95300;124427;99400;136365;139289;139222;191000;GAB-WN-01;3;1;3;124427;569;33;2015;3
lundi;2015-08-17;116;124427;151718;147353;140200;124427;160900;136365;140961;139222;191000;GAB-WN-01;3;3;9;116800;570;34;2015;3
mardi;2015-08-18;155;116800;151718;149115;121700;132300;149300;136365;140961;139222;191000;GAB-WN-01;3;2;6;175000;571;34;2015;3
mercredi;2015-08-19;130;175000;151718;148115;149300;177500;163400;136365;140961;139222;191000;GAB-WN-01;2;2;4;141300;572;34;2015;3
jeudi;2015-08-20;125;141300;151718;143278;149800;141200;174500;136365;140961;139222;191000;GAB-WN-01;2;2;4;124700;573;34;2015;3
vendredi;2015-08-21;121;124700;151718;137815;177200;141700;143100;136365;140961;139222;191000;GAB-WN-01;2;6;12;130800;574;34;2015;3
samedi;2015-08-22;123;130800;151718;136128;124100;170000;146400;136365;140961;139222;191000;GAB-WN-01;2;7;14;129600;575;34;2015;4
dimanche;2015-08-23;150;129600;151718;135578;124427;112300;124427;136365;140961;139222;191000;GAB-WN-01;2;1;2;142000;576;34;2015;4
lundi;2015-08-24;139;142000;137171;137012;127100;139200;116800;136365;151418;139222;191000;GAB-WN-01;2;3;6;135900;577;35;2015;4
mardi;2015-08-25;135;135900;137171;139950;159400;175700;175000;136365;151418;139222;191000;GAB-WN-01;2;2;4;140300;578;35;2015;4
mercredi;2015-08-26;174;140300;137171;133628;149500;151300;141300;136365;151418;139222;191000;GAB-WN-01;4;2;8;124427;579;35;2015;4
jeudi;2015-08-27;164;124427;137171;139515;159200;114100;124700;136365;151418;139222;191000;GAB-WN-01;4;2;8;188400;580;35;2015;4
vendredi;2015-08-28;122;188400;137171;140615;184200;141900;130800;136365;151418;139222;191000;GAB-WN-01;4;6;24;133500;581;35;2015;4
samedi;2015-08-29;149;133500;137171;143978;124427;NULL;129600;136365;151418;139222;191000;GAB-WN-01;4;7;28;157700;582;35;2015;5
dimanche;2015-08-30;119;157700;137171;142890;156100;NULL;142000;136365;151418;139222;191000;GAB-WN-01;4;1;4;120900;583;35;2015;5
lundi;2015-08-31;147;120900;143018;146153;148800;NULL;135900;136365;147071;139222;191000;GAB-WN-01;4;3;12;168100;584;36;2015;5
mardi;2015-09-01;174;168100;143018;144719;145800;124427;140300;139467;147071;132841;188400;GAB-WN-01;4;2;8;124427;585;36;2015;1
mercredi;2015-09-02;174;124427;143018;142735;131900;124427;124427;139467;147071;132841;188400;GAB-WN-01;4;2;8;124427;586;36;2015;1
jeudi;2015-09-03;160;124427;143018;152956;156500;151900;188400;139467;147071;132841;188400;GAB-WN-01;4;2;8;206200;587;36;2015;1
vendredi;2015-09-04;147;206200;143018;148969;152800;141400;133500;139467;147071;132841;188400;GAB-WN-01;4;6;24;156500;588;36;2015;1
samedi;2015-09-05;111;156500;143018;145369;167200;124427;157700;139467;147071;132841;188400;GAB-WN-01;3;7;21;104700;589;36;2015;1
dimanche;2015-09-06;127;104700;143018;138381;126500;124427;120900;139467;147071;132841;188400;GAB-WN-01;3;1;3;101800;590;36;2015;1
lundi;2015-09-07;164;101800;140879;145294;146600;124427;168100;139467;129028;132841;188400;GAB-WN-01;3;3;9;176200;591;37;2015;1
mardi;2015-09-08;131;176200;140879;139781;144900;149300;124427;139467;129028;132841;188400;GAB-WN-01;3;2;6;124000;592;37;2015;2
mercredi;2015-09-09;143;124000;140879;140290;131000;163400;124427;139467;129028;132841;188400;GAB-WN-01;3;2;6;128500;593;37;2015;2
jeudi;2015-09-10;135;128500;140879;142200;127200;174500;206200;139467;129028;132841;188400;GAB-WN-01;3;2;6;139700;594;37;2015;2
vendredi;2015-09-11;112;139700;140879;130125;134000;143100;156500;139467;129028;132841;188400;GAB-WN-01;3;6;18;109600;595;37;2015;2
samedi;2015-09-12;148;109600;140879;129075;134500;117200;104700;139467;129028;132841;188400;GAB-WN-01;3;7;21;148100;596;37;2015;2
dimanche;2015-09-13;105;148100;140879;125500;85000;99400;101800;139467;129028;132841;188400;GAB-WN-01;3;1;3;76100;597;37;2015;2
lundi;2015-09-14;129;76100;128885;127462;135800;160900;176200;139467;119932;132841;188400;GAB-WN-01;3;3;9;117500;598;38;2015;2
mardi;2015-09-15;123;117500;128885;123075;143200;175000;124000;139467;119932;132841;188400;GAB-WN-01;3;2;6;141100;599;38;2015;3
mercredi;2015-09-16;150;141100;128885;128862;100300;141300;128500;139467;119932;132841;188400;GAB-WN-01;3;2;6;170300;600;38;2015;3
jeudi;2015-09-17;133;170300;128885;129300;95700;124700;139700;139467;119932;132841;188400;GAB-WN-01;3;2;6;132000;601;38;2015;3
vendredi;2015-09-18;144;132000;128885;133125;101200;130800;109600;139467;119932;132841;188400;GAB-WN-01;3;6;18;170300;602;38;2015;3
samedi;2015-09-19;174;170300;128885;134978;138900;146400;148100;139467;119932;132841;188400;GAB-WN-01;2;7;14;124427;603;38;2015;3
dimanche;2015-09-20;162;124427;128885;139653;124427;124427;76100;139467;119932;132841;188400;GAB-WN-01;2;1;2;185500;604;38;2015;3
lundi;2015-09-21;174;185500;148732;145694;117600;116800;117500;139467;130742;132841;188400;GAB-WN-01;2;3;6;124427;605;39;2015;3
mardi;2015-09-22;150;124427;148732;158194;137700;140300;141100;139467;130742;132841;188400;GAB-WN-01;2;2;4;217500;606;39;2015;4
mercredi;2015-09-23;171;217500;148732;162194;151900;124427;170300;139467;130742;132841;188400;GAB-WN-01;2;2;4;173100;607;39;2015;4
jeudi;2015-09-24;174;173100;148732;156460;97300;188400;132000;139467;130742;132841;188400;GAB-WN-01;2;2;4;124427;608;39;2015;4
vendredi;2015-09-25;174;124427;148732;155513;152100;133500;170300;139467;130742;132841;188400;GAB-WN-01;2;6;12;124427;609;39;2015;4
samedi;2015-09-26;174;124427;148732;149779;128300;129600;124427;139467;130742;132841;188400;GAB-WN-01;4;7;28;124427;610;39;2015;4
dimanche;2015-09-27;174;124427;148732;149779;130300;142000;185500;139467;130742;132841;188400;GAB-WN-01;4;1;4;124427;611;39;2015;4
lundi;2015-09-28;107;124427;144676;142004;173400;135900;124427;139467;141019;132841;188400;GAB-WN-01;4;3;12;123300;612;40;2015;4
mardi;2015-09-29;140;123300;144676;146576;124427;NULL;217500;139467;141019;132841;188400;GAB-WN-01;4;2;8;161000;613;40;2015;5
mercredi;2015-09-30;128;161000;144676;138001;124427;NULL;173100;139467;141019;132841;188400;GAB-WN-01;4;2;8;148900;614;40;2015;5
jeudi;2015-10-01;144;148900;144676;135026;124427;206200;124427;140243;141019;117720;217500;GAB-WN-01;4;2;8;149300;615;40;2015;1
vendredi;2015-10-02;131;149300;144676;138560;124427;156500;124427;140243;141019;117720;217500;GAB-WN-01;4;6;24;152700;616;40;2015;1
samedi;2015-10-03;118;152700;144676;137219;191600;104700;124427;140243;141019;117720;217500;GAB-WN-01;4;7;28;113700;617;40;2015;1
dimanche;2015-10-04;100;113700;144676;133165;124427;101800;124427;140243;141019;117720;217500;GAB-WN-01;4;1;4;92000;618;40;2015;1
lundi;2015-10-05;114;92000;134414;132000;124427;176200;123300;140243;117790;117720;217500;GAB-WN-01;3;3;9;115100;619;41;2015;1
mardi;2015-10-06;133;115100;134414;130812;124427;124427;161000;140243;117790;117720;217500;GAB-WN-01;3;2;6;113800;620;41;2015;1
mercredi;2015-10-07;143;113800;134414;128987;124427;124427;148900;140243;117790;117720;217500;GAB-WN-01;3;2;6;146400;621;41;2015;1
jeudi;2015-10-08;116;146400;134414;123837;124427;139700;149300;140243;117790;117720;217500;GAB-WN-01;3;2;6;107700;622;41;2015;2
vendredi;2015-10-09;113;107700;134414;120187;113900;109600;152700;140243;117790;117720;217500;GAB-WN-01;3;6;18;120100;623;41;2015;2
samedi;2015-10-10;125;120100;134414;115312;88500;148100;113700;140243;117790;117720;217500;GAB-WN-01;3;7;21;113700;624;41;2015;2
dimanche;2015-10-11;174;113700;134414;116653;124427;76100;92000;140243;117790;117720;217500;GAB-WN-01;3;1;3;124427;625;41;2015;2
lundi;2015-10-12;106;124427;120175;116553;92800;117500;115100;140243;103264;117720;217500;GAB-WN-01;3;3;9;91200;626;42;2015;2
mardi;2015-10-13;174;91200;120175;117719;124427;124000;113800;140243;103264;117720;217500;GAB-WN-01;3;2;6;124427;627;42;2015;2
mercredi;2015-10-14;102;124427;120175;115019;108600;128500;146400;140243;103264;117720;217500;GAB-WN-01;3;2;6;92200;628;42;2015;2
jeudi;2015-10-15;174;92200;120175;112272;99000;132000;107700;140243;103264;117720;217500;GAB-WN-01;3;2;6;124427;629;42;2015;3
vendredi;2015-10-16;109;124427;120175;110435;85000;170300;120100;140243;103264;117720;217500;GAB-WN-01;3;6;18;93000;630;42;2015;3
samedi;2015-10-17;174;93000;120175;110976;88600;124427;113700;140243;103264;117720;217500;GAB-WN-01;3;7;21;124427;631;42;2015;3
dimanche;2015-10-18;174;124427;120175;112316;124427;185500;124427;140243;103264;117720;217500;GAB-WN-01;3;1;3;124427;632;42;2015;3
lundi;2015-10-19;130;124427;110586;113063;NULL;124427;91200;140243;NULL;117720;217500;GAB-WN-01;2;3;6;130400;633;43;2015;3
mardi;2015-10-20;129;130400;110586;115526;NULL;141100;124427;140243;NULL;117720;217500;GAB-WN-01;2;2;4;110900;634;43;2015;3
mercredi;2015-10-21;121;110900;110586;115372;NULL;170300;92200;140243;NULL;117720;217500;GAB-WN-01;2;2;4;123200;635;43;2015;3
jeudi;2015-10-22;109;123200;110586;112910;NULL;124427;124427;140243;NULL;117720;217500;GAB-WN-01;2;2;4;72500;636;43;2015;4
vendredi;2015-10-23;110;72500;110586;110519;NULL;124427;93000;140243;NULL;117720;217500;GAB-WN-01;2;6;12;105300;637;43;2015;4
samedi;2015-10-24;101;105300;110586;111394;NULL;124427;124427;140243;NULL;117720;217500;GAB-WN-01;2;7;14;100000;638;43;2015;4
dimanche;2015-10-25;174;100000;110586;111394;NULL;124427;124427;140243;NULL;117720;217500;GAB-WN-01;2;1;2;124427;639;43;2015;4
lundi;2015-10-26;174;124427;109532;111394;NULL;123300;130400;140243;NULL;117720;217500;GAB-WN-01;4;3;12;124427;640;44;2015;4
mardi;2015-10-27;174;124427;109532;110647;NULL;217500;110900;140243;NULL;117720;217500;GAB-WN-01;4;2;8;124427;641;44;2015;4
mercredi;2015-10-28;130;124427;109532;114710;NULL;173100;123200;140243;NULL;117720;217500;GAB-WN-01;4;2;8;143400;642;44;2015;4
jeudi;2015-10-29;138;143400;109532;117360;NULL;NULL;72500;140243;NULL;117720;217500;GAB-WN-01;4;2;8;144400;643;44;2015;5
vendredi;2015-10-30;168;144400;109532;131522;NULL;NULL;105300;140243;NULL;117720;217500;GAB-WN-01;4;6;24;185800;644;44;2015;5
samedi;2015-10-31;174;185800;109532;133913;NULL;NULL;100000;140243;NULL;117720;217500;GAB-WN-01;4;7;28;124427;645;44;2015;5
dimanche;2015-11-01;174;124427;109532;136966;NULL;92000;124427;120536;NULL;119754;185800;GAB-WN-01;4;1;4;124427;646;44;2015;1
mardi;2015-11-03;129;NULL;138758;123347;150300;113800;124427;120536;127850;119754;185800;GAB-WN-01;4;2;8;139900;647;45;2015;1
mercredi;2015-11-04;141;139900;138758;124631;124427;146400;143400;120536;127850;119754;185800;GAB-WN-01;4;2;8;134700;648;45;2015;1
jeudi;2015-11-05;109;134700;138758;120531;NULL;149300;144400;120536;127850;119754;185800;GAB-WN-01;3;2;6;110600;649;45;2015;1
vendredi;2015-11-06;119;110600;138758;115719;124427;152700;185800;120536;127850;119754;185800;GAB-WN-01;3;6;18;105900;650;45;2015;1
samedi;2015-11-07;138;105900;138758;107819;140000;113700;124427;120536;127850;119754;185800;GAB-WN-01;3;7;21;122600;651;45;2015;1
dimanche;2015-11-08;114;122600;138758;102915;100100;124427;124427;120536;127850;119754;185800;GAB-WN-01;3;1;3;85200;652;45;2015;2
lundi;2015-11-09;120;85200;116483;101762;161200;91200;NULL;120536;117793;119754;185800;GAB-WN-01;3;3;9;115200;653;46;2015;2
mardi;2015-11-10;116;115200;116483;116012;124427;124427;139900;120536;117793;119754;185800;GAB-WN-01;3;2;6;114000;654;46;2015;2
mercredi;2015-11-11;174;114000;116483;114078;99500;92200;134700;120536;117793;119754;185800;GAB-WN-01;3;2;6;124427;655;46;2015;2
jeudi;2015-11-12;174;124427;116483;112794;104500;107700;110600;120536;117793;119754;185800;GAB-WN-01;3;2;6;124427;656;46;2015;2
vendredi;2015-11-13;116;124427;116483;111919;124427;120100;105900;120536;117793;119754;185800;GAB-WN-01;3;6;18;103600;657;46;2015;2
samedi;2015-11-14;115;103600;116483;111981;126800;113700;122600;120536;117793;119754;185800;GAB-WN-01;3;7;21;106400;658;46;2015;2
dimanche;2015-11-15;101;106400;116483;105756;83700;124427;85200;120536;117793;119754;185800;GAB-WN-01;3;1;3;72800;659;46;2015;3
lundi;2015-11-16;174;72800;108693;110660;124427;130400;115200;120536;114368;119754;185800;GAB-WN-01;3;3;9;124427;660;47;2015;3
mardi;2015-11-17;105;124427;108693;110285;89600;110900;114000;120536;114368;119754;185800;GAB-WN-01;3;2;6;112200;661;47;2015;3
mercredi;2015-11-18;113;112200;108693;107572;112900;123200;124427;120536;114368;119754;185800;GAB-WN-01;3;2;6;92300;662;47;2015;3
jeudi;2015-11-19;122;92300;108693;104894;124427;124427;124427;120536;114368;119754;185800;GAB-WN-01;2;2;4;103000;663;47;2015;3
vendredi;2015-11-20;141;103000;108693;104228;134100;93000;103600;120536;114368;119754;185800;GAB-WN-01;2;6;12;119100;664;47;2015;3
samedi;2015-11-21;149;119100;108693;110740;124427;124427;106400;120536;114368;119754;185800;GAB-WN-01;2;7;14;155700;665;47;2015;3
dimanche;2015-11-22;126;155700;108693;108015;90700;124427;72800;120536;114368;119754;185800;GAB-WN-01;2;1;2;84600;666;47;2015;4
lundi;2015-11-23;143;84600;113046;112890;129900;124427;124427;120536;121580;119754;185800;GAB-WN-01;2;3;6;111800;667;48;2015;4
mardi;2015-11-24;116;111800;113046;111412;124427;124427;112200;120536;121580;119754;185800;GAB-WN-01;2;2;4;112600;668;48;2015;4
mercredi;2015-11-25;174;112600;113046;112940;130900;143400;92300;120536;121580;119754;185800;GAB-WN-01;2;2;4;124427;669;48;2015;4
jeudi;2015-11-26;123;124427;113046;117065;95400;72500;103000;120536;121580;119754;185800;GAB-WN-01;4;2;8;125300;670;48;2015;4
vendredi;2015-11-27;136;125300;113046;122228;NULL;105300;119100;120536;121580;119754;185800;GAB-WN-01;4;6;24;144300;671;48;2015;4
samedi;2015-11-28;147;144300;113046;128940;124427;100000;155700;120536;121580;119754;185800;GAB-WN-01;4;7;28;172800;672;48;2015;4
dimanche;2015-11-29;115;172800;113046;123140;124427;NULL;84600;120536;121580;119754;185800;GAB-WN-01;4;1;4;109300;673;48;2015;5
lundi;2015-11-30;144;109300;128646;131953;124427;NULL;111800;120536;120372;119754;185800;GAB-WN-01;4;3;12;155100;674;49;2015;5
mardi;2015-12-01;167;155100;128646;141078;124427;139900;112600;118315;120372;119593;172800;GAB-WN-01;4;2;8;184800;675;49;2015;1
mercredi;2015-12-02;152;184800;128646;149828;122400;134700;124427;118315;120372;119593;172800;GAB-WN-01;4;2;8;182600;676;49;2015;1
jeudi;2015-12-03;151;182600;128646;153875;126900;110600;125300;118315;120372;119593;172800;GAB-WN-01;4;2;8;156800;677;49;2015;1
vendredi;2015-12-04;145;156800;128646;156212;124427;105900;144300;118315;120372;119593;172800;GAB-WN-01;4;6;24;144000;678;49;2015;1
samedi;2015-12-05;157;144000;128646;156212;124427;122600;172800;118315;120372;119593;172800;GAB-WN-01;3;7;21;144300;679;49;2015;1
dimanche;2015-12-06;106;144300;128646;145737;95600;124427;109300;118315;120372;119593;172800;GAB-WN-01;3;1;3;89000;680;49;2015;1
lundi;2015-12-07;140;89000;150942;148350;102500;NULL;155100;118315;118007;119593;172800;GAB-WN-01;3;3;9;130200;681;50;2015;1
mardi;2015-12-08;126;130200;150942;142062;124427;114000;184800;118315;118007;119593;172800;GAB-WN-01;3;2;6;104800;682;50;2015;2
mercredi;2015-12-09;118;104800;150942;133200;133500;124427;182600;118315;118007;119593;172800;GAB-WN-01;3;2;6;113900;683;50;2015;2
jeudi;2015-12-10;129;113900;150942;124225;108600;124427;156800;118315;118007;119593;172800;GAB-WN-01;3;2;6;110800;684;50;2015;2
vendredi;2015-12-11;174;110800;150942;120178;124427;103600;144000;118315;118007;119593;172800;GAB-WN-01;3;6;18;124427;685;50;2015;2
samedi;2015-12-12;130;124427;150942;116640;143600;106400;144300;118315;118007;119593;172800;GAB-WN-01;3;7;21;115700;686;50;2015;2
dimanche;2015-12-13;174;115700;150942;114156;89000;85200;89000;118315;118007;119593;172800;GAB-WN-01;3;1;3;124427;687;50;2015;2
lundi;2015-12-14;174;124427;117750;118585;124427;115200;130200;118315;117946;119593;172800;GAB-WN-01;3;3;9;124427;688;51;2015;2
mardi;2015-12-15;118;124427;117750;114747;92600;112200;104800;118315;117946;119593;172800;GAB-WN-01;3;2;6;99500;689;51;2015;3
mercredi;2015-12-16;139;99500;117750;119572;NULL;92300;113900;118315;117946;119593;172800;GAB-WN-01;3;2;6;143400;690;51;2015;3
jeudi;2015-12-17;174;143400;117750;120888;124427;103000;110800;118315;117946;119593;172800;GAB-WN-01;3;2;6;124427;691;51;2015;3
vendredi;2015-12-18;174;124427;117750;122591;124427;119100;124427;118315;117946;119593;172800;GAB-WN-01;3;6;18;124427;692;51;2015;3
samedi;2015-12-19;109;124427;117750;118738;143300;155700;115700;118315;117946;119593;172800;GAB-WN-01;2;7;14;93600;693;51;2015;3
dimanche;2015-12-20;101;93600;117750;115838;98500;72800;124427;118315;117946;119593;172800;GAB-WN-01;2;1;2;92500;694;51;2015;3
lundi;2015-12-21;125;92500;114611;115035;124427;124427;124427;118315;120429;119593;172800;GAB-WN-01;2;3;6;118000;695;52;2015;3
mardi;2015-12-22;120;118000;114611;113544;151500;112600;99500;118315;120429;119593;172800;GAB-WN-01;2;2;4;112500;696;52;2015;4
mercredi;2015-12-23;174;112500;114611;116660;105100;124427;143400;118315;120429;119593;172800;GAB-WN-01;2;2;4;124427;697;52;2015;4
jeudi;2015-12-24;174;124427;114611;114288;124427;125300;124427;118315;120429;119593;172800;GAB-WN-01;2;2;4;124427;698;52;2015;4
vendredi;2015-12-25;174;124427;114611;114288;124427;144300;124427;118315;120429;119593;172800;GAB-WN-01;2;6;12;124427;699;52;2015;4
samedi;2015-12-26;136;124427;114611;116222;124427;172800;93600;118315;120429;119593;172800;GAB-WN-01;4;7;28;139900;700;52;2015;4
dimanche;2015-12-27;174;139900;114611;120076;88700;84600;92500;118315;120429;119593;172800;GAB-WN-01;4;1;4;124427;701;52;2015;4
lundi;2015-12-28;113;124427;124015;121738;124427;111800;118000;118315;124427;119593;172800;GAB-WN-01;4;3;12;105800;702;53;2015;4
mardi;2015-12-29;151;105800;124015;126163;NULL;NULL;112500;118315;124427;119593;172800;GAB-WN-01;4;2;8;153400;703;53;2015;5
mercredi;2015-12-30;173;153400;124015;134963;124427;NULL;124427;118315;124427;119593;172800;GAB-WN-01;4;2;8;182900;704;53;2015;5
jeudi;2015-12-31;174;182900;124015;134963;NULL;NULL;124427;118315;124427;119593;172800;GAB-WN-01;4;2;8;124427;705;53;2015;5
dimanche;2016-04-17;174;NULL;NULL;15553;124427;NULL;NULL;NULL;106964;116868;NULL;GAB-WN-01;3;1;3;124427;706;16;2016;3
lundi;2016-04-18;174;124427;124427;31106;101100;NULL;NULL;NULL;117472;116868;NULL;GAB-WN-01;3;3;9;124427;707;17;2016;3
mardi;2016-04-19;174;124427;124427;46660;124427;NULL;NULL;NULL;117472;116868;NULL;GAB-WN-01;2;2;4;124427;708;17;2016;3
mercredi;2016-04-20;174;124427;124427;62213;124427;NULL;NULL;NULL;117472;116868;NULL;GAB-WN-01;2;2;4;124427;709;17;2016;3
jeudi;2016-04-21;118;124427;124427;76938;104000;NULL;NULL;NULL;117472;116868;NULL;GAB-WN-01;2;2;4;117800;710;17;2016;3
vendredi;2016-04-22;174;117800;124427;92491;124427;NULL;NULL;NULL;117472;116868;NULL;GAB-WN-01;2;6;12;124427;711;17;2016;4
samedi;2016-04-23;104;124427;124427;104804;119500;NULL;NULL;NULL;117472;116868;NULL;GAB-WN-01;2;7;14;98500;712;17;2016;4
dimanche;2016-04-24;174;98500;124427;120357;124427;NULL;124427;NULL;117472;116868;NULL;GAB-WN-01;2;1;2;124427;713;17;2016;4
lundi;2016-04-25;174;124427;119776;120357;96800;NULL;124427;NULL;129897;116868;NULL;GAB-WN-01;2;3;6;124427;714;18;2016;4
mardi;2016-04-26;174;124427;119776;120357;124427;NULL;124427;NULL;129897;116868;NULL;GAB-WN-01;4;2;8;124427;715;18;2016;4
mercredi;2016-04-27;101;124427;119776;118129;124427;NULL;124427;NULL;129897;116868;NULL;GAB-WN-01;4;2;8;106600;716;18;2016;4
jeudi;2016-04-28;174;106600;119776;118129;124427;NULL;117800;NULL;129897;116868;NULL;GAB-WN-01;4;2;8;124427;717;18;2016;4
vendredi;2016-04-29;174;124427;119776;118957;142500;NULL;124427;NULL;129897;116868;NULL;GAB-WN-01;4;6;24;124427;718;18;2016;5
samedi;2016-04-30;117;124427;119776;118954;163700;NULL;98500;NULL;129897;116868;NULL;GAB-WN-01;4;7;28;124400;719;18;2016;5
